corrected,family_ses,pay_per_week
"At the present time in 1983 I am a domestic science teacher at (place). I live in a flat which I share with another teacher of my own age. I am also a Guide Captain and our Company meet on a Friday. In summer we go on hikes and go to a **** ****. Also in the summer I play tennis . In *** winter I go skiing. (place) is a beautiful *** and has two parks called the North and South *****. On the North *** is a Sports **** ***** ** *** *** *** On Monday **** and Tuesday I **** **** **** **** **** ** ** **** ** I have a small car which I use ** **** *** parents and younger brothers in (place) . In Summer I go to the theatre to see plays put on by theatrical Companies . At the end of the year I hope to go to Australia for two years. As like swimming I will enjoy the warm weather and I hope to learn to surf ride . The eldest of my two brothers is at University and the youngest is still at school I am interested in swimming. skiing , skating and reading. I enjoy cooking and get on very well with the girls . I *** **** **** for four years . When ** go to ******* I will be teaching (place) ********  Words: 235",3.0,335.25
This Morning I got out of bed and said good Morning to My wife and children. I have to get up every day at six o'clock and eat my breakfast. Then I go to work all day its a hard life but you have to work to keep your family alive. When the weekend comes I am gladbecause of all the work I do every week. On a Saturday I have a game of football with my friends. We are in the final of the cup. After you can have a hot bath and go home to your dinner. After dinner I have a game with my two children. Then I have a drink of beer to make the dinner go down. At six O'clock I have to put the children to sleep. For five years I've had to stand up with it. A year ago I had a fight with my wife over those two but now we don't do anymore- Tomorrow we are going to go to the sea-side with my wife and children. When we got there I went for a swim in the sea because it was such a nice day. We have got a car a its a cortinalike my dads got. And I still live in [city]. Theresa lot more new buildings. [city] is not a town it is city. and Ireland is connected  Words: 234,3.0,420.0
"My name is (name) I am 25 years of age. I am married to (name) we have two children. We have a house in (place). I support (team) my best football player is (name) for short. I like , football and tennis . I work for the (company) I get 16 pound a week. The job isnt very good so I am thinking of going to work in a wood mill. The pay is a lot higher there and its nearer to my home .When i come home I have a look at the paper while I am reading I have a cup of tea. After that i would have a smoke then I would have 40 winks. Sometimes I go out the back garden to have a game of football with the kids (name) and (name) .But I soon get bored so I go down to the pub with a fiver . I dont get drunk usually but when I do my wife goes mad . when I come home from the pub I go straight to bed. I have a car called a Ford Escort its colour is sky blue . Thats all I know about me and my family .  Words: 203",4.0,510.0
"If I was twenty five and was married I would like a house of my own and have my own children to look after and love. I would be happy but most of all I would still want to be at school the children would be at [school name] the school I was at but I would still be working. I would work at the factories. And I would be getting older not younger. I am still happy not sad and I hope to live for a long time. I would try and get a house beside my mother and father so I will not be awful lonely but I would still have my next door neighbors. I would take my children for a walk or take them to their grandmother and grandfather. They would have parties for their Birthdays. and Christmas. I would love my children and they would love me. They would not get away with everything like some children and they would not be spoiled. I do love children, and birds fish and dogs. I would like to live in a shop and have a car. My children would have nice clothes and be bathed every night. they would be at chapel every morning and devotionsevery Sunday. They would go a trip every year I would like two boys and two girls. I would have a nice garden and some nice flowers and plentyof soil. Sand shells. for the children to play with  Words: 247",4.0,190.0
"I am now 25 and my job is as a teacher. I do not have many children in my class as it is in the country, and their are not many children there. I live on [xxxxxxx] farm with my husband, Mary and Paul, (my two children) Mary is four and Paul is three. Early in the morning I check that the babysitter and the charlady are coming then my husband drives me to work, which is five miles away. I teach a class of 10-11 year old and they respect me and I find no reason to punish them. At three thirty school ends and I wait till four o'clock when my husband collects me. When I get home I pay the ladies and get the tea ready My husband ([xxxxxxx]) has a hot meal while the children and I have just bread and butter and cakes During tea my husband tells me about the farm. After tea I let the children play till 5.45pm, then they come in and watch 'The Magic Roundabout' and then go to bed after a glass of hot milk and a 'bikkie'. I flop down exhausted in the armchair and watch the news Later in the evening I do some washing and ironing. At about 8 o'clock John and I see the money situation and write cheques to pay the bills. By 8 30 we have finished and I take my red pen and mark the tidy books of class 1. A little later I go to bed as [xxxxxxx] has to get up at five a.m. to feed the chicks, milk the cows and do all the other farm jobs In the summer holidays, whitsun, easter, and all the other holidays I take my children to town and we all have fun at the cattle shows, especially if one of our cows win. For the school outing I take Paul and Mary with me We normally go to a seaside town. For the yearly holiday my family go across the channel to Paris where spend a fortune on Paris fashions. I don't like snails or frogs as I am a [xxxxxxx] but I survived on the rest of Paris food, (as long as it wasn't meat or fish) We spend a month in Paris then we come back to the dreary everyday life. My looks have changed I now have long silky gingerish hair. I have lost all my freckles and have got a pale face. I like false eye lashes and wear a little make-up. I prefer dresses not too short and not too long. My favorite color is pink. Buying my clothes is a hard job as nothing seems to suit me. I am there for about two hours and in the end I walk out without having bought anything. I then go to the drapers round the corner, buy material, go home and make myself a dress. I was married on September 7th 1919 to [xxxxxxx]. It was a white wedding in [xxxxxxx] church. I had two brides maids and a page boy. The page boy was mycousin[xxxxxxx]. The Bridemaids wore pink ankle dresses and has a posy of white roses with all thorns cut off. The page boy had black velvet trousers on and a white frillier blouse. I was dressed in a long white satern dress with a train and a [illegible fiche] covering my head. I had a bouquet of red roses. (thorns removed). I think that day was the happiest day of my life The cake was a three tier and there was tons of it left so, we gave out to the guests to take home. We had piles of presents and couldn't find room for them all at [xxxxxxx] so we put some in the Attic to use later. for our honeymoon we went to [xxxxxxx] for two weeks.  Words: 644",3.0,298.076923076923
"My wife goes to town every Wednesday, but on the rest of the week she works at a Boutique, which she owns. My children, [female name], aged 2, and [male name]-[male name], Aged 8 1/2, are as sensible as my wife, although only [male name]-[male name] looks like her, I always said that [female name] resembledme. Istill like reading, which was my greatest hobby in my childhood, and [male name]-[male name] is a little book-worm too! [female name], my wife, wishes that I'd do some weeding, for a change. ""Well,"" I said to her, ""I'll think about it."" Recently, little [female name] has been learning words, such as; ""Mamma, Dada, Brother, [male name],"" and, with a great effort, ""[male name]."" I think I can say she is learning quite well. It's not surprising what my job is, I'm a reporter, The Daily Hereford Express, that's the newspaper, well, lets not say Reporter, Journalist is more like it. It was only last week I got that great exclusive on the Concorde crash. 203 Passengers died in Big Concorde Engine Trouble - Crash, Pilot escapes with severe injuries, the great Concorde, fastest airplane From A-F.A. (Anglo-French Airways) Fell nose-first into a chicken farm on the outskirts of Hereford. Mr.[male name] [surname], Pilot and Engineer says, ""I just dont know what went wrong!"" ' Yes what an exclusive - the exclusive that gained my promotion!  Words: 231",3.0,750.0
"I am now 25 years old and as I look back through the years, I wonder whether I really new what I was going to be at the age of 11 years old. I am now a married women and I work as a dress designer. I once thought that I might be a hairdresser, but I gave it up ages ago. My husband is blond and works as a mechanical worker in a new factory. I often pass my old and wonderful school that I once went to. (My x) Our house is next to the river that had been an old quarry. It stands higher than any other house a long the river bank. My husband and I live and ordinary life, as for last year we both went in a journey to Spain all through it is cheaper than any other foreign place will thought it was the best. The style of clothes has changed a lot for it has been long, short, long, short, all (the x) the time but I might say that in the winter I hope it goes long again for it's to cold to wear short frocks and dresses in the winter. I hope that I lead ahappy life and although I haven't had any yet I still think I will soon have ababy. I still have my school mates and I can still remember when the three (of us) of us sat a test for the child development survey.(The three were [name] who is a teacher [name] who doesn't now yet (and x myself) what she can be, and myself.  Words: 267",3.0,370.192307692308
"I am in France now. I am looking after two children. This is my job In three weeks time I am going to Jersey with [female name] and [female name] and their parents. I will look after the children while their parents are doing things for themselves. They are going there because of some kind of business I am looking forward to it I will have to pack my things in a weeks time and the childrens as well I love looking after [female name] and [female name] because they are such full of fun and energy.This afternoon I am taking them to the park because they like to go there. They are both five years old and so they can go on the big swings now.It is bath time for them at 7'o'clock and then after their bath they go straight to bed. It is one week now, and so I am packing. The children are looking forward to it as well as I am. I have got all the things packed and we are going tomorrow. We are going in a plane and when we get there we will decide how many weeks we are staying for. It will probably be about three weeks. We are staying in a hotel and when we get back I am going home to see my parents. Now that we are back we are all well and the children have far more much energy.I have washed all the dirty clothes and tomorrow I am going home. The children will miss me but another nanny is going in while I am away.I am travelling to Newcastle by plane and then getting a bus to Durham, another bus to [town] and then another bus to [village].Now that I am in [village] I am visiting [female name] my school friend. I used to be her best friend at schooland we are still great friends.[female name] did not recognize me and so I had to tell her who I was. When I told her she asked about the piano. I told her that I was still playing it to the children and that I had been playing it at Jersey in a club. [female name] and [female name] were with me playing their recorders. [female name] heard me play and she said that I was still a good player, but she had packed it in. and she was a teacher. Then I had to go because I had to see Mom and Dad. I got the united and I got to [village] at 5 past 3.When my mother saw me get off the bus she came running down to meet me. I did not know that she would run. She kissed me, hugged me and she would not let go. I had not seen her for a long time but I am sure there was no need to do this.  Words: 483",3.0,254.5
1 I am going to work at [company] THE TAILORS  2 I am married  3 I am interested in my Work and my life  4 I am happy with the work I am doing I like it  5 Very much.  6 I am leading a happy life.  7 I work with my friends [name] and [name].  8 They started work the same time as me.  9 I would go out with my other friends and have a good time.  If I got one child she is 8 years old they call her [name] after my name.  Words: 95,4.0,111.75
"I would have 2 Rabbits and 2 dogs. and I would live in a cottage in skegness. and I would do my garden once every 4 week. I will have 2 children. I would be a police man and a gardener I would have a car and a garage when I am 30 years old I am going on my holidays to Turkey for 17 weeks and come back by boat. My wife will be a police women and every saturday I will have a party and people will come and my father and mother and all my relations and my sisters. we will a Turkey and wine and all things. I will have a swimming pool in the back garden and tulips and daffodils and the children play things in the back garden and in my front garden I would have a tree and a lamp and a a fence round the lawn and at the very end of the garden I would have a wall with to little ***s on it. in my house I will have a sweat, a fridge, a oven, a lump, a nursery and all kinds of decorations. And I will not cats. I will go to London to see all my friends the I will go back home to to my family.  Words: 219",4.0,410.0
"At the age of 25 I would like to become a typist and work in an office. after awhile I would get married and have some children then become a housewife ***. but i would prefer to become a writer and write books for children, I would not like to move out of England because I like England. When I get married I would like to marry a sensible man, not a hooligan, at the age of 25 i would learn to cook before I would get married. I like pets very much and if I have a big house I would have a lot of pets. the best of all I like dogs. I would be interested in writing and ** of other hobbies like knitting or dress making. I would like to by a good cook. and I would collect old stones and paint them of up, and put them in a tank as water with some tropical fish, so it would make the tank look like rider water. I would like to breed dogs because dogs are lovable and playful and they would be like one of the families to me.  Words: 194",4.0,275.0
I am married and I have three children I would be happy I would own an office I would have a lot of [stracke]a and I would have a supermarket and my [haash] would be big and I would have house and I would not smoke nor drink I would invite my friends and hold parties and the names would be [name] [name] and [name]  Words: 65,4.0,298.0
"I hope I will be married at 25 with two children, one boy and one girl. My job will be a cartoonist for any newspaper and if I can draw funny pictures of important people like the president because I am keen on drawing I will be a part time soccer player for **** whose manager said he will take me on as centre half, They are now top of league division I and have won the cup 3 times in four years and they are a very good club. I will try and live in Leicester but if not I do not know which occupation I will take up. If I get enough money I will try and buy a shop for my wife. I will try and encourage my youngster to be a keen football player like I am. One of the first things I will buy him will be a football I want a  boy so that all the toys I have saved that are in good condition I will give to him. I would keep a collection of very old cigarettecards like I do now. I am keeping some of my oldest cards (which are nearly 80 years old) to see if they are worth any money when I am 50 odd, I will also collect stamps of all countries, my favourites are my German ones when Germany had too much money so they changed all the 4 mark, 6 mark etcinto 400 marks and 600 marks, I have quite a few of these which are unused. I would try and get a vauxhall victorcar so that it is big enough to take my family out to Dove Dale (which is mostly high hills) and other nice places for day outings. I would give my children 2s 6d pocket money every week until they are 16 years of age. I would like to live in a peaceful district near a fairly open park with hardly any trees and no river or canal. I would like to live in a bungalow with a small back garden for some flowers and vegetables. I would have a small box room for my office with a desk in and shelves for my books. I wouldn't like to be a millionairebecause I think you would get bored with no job to do. I would only have a budgie not a dog or cat because I think they are nuisances, treading on the flowers, making a mess of the living room, etc. I would go to every leicester city football match at filbert street, unless I have to be working that is: One thing is for sure that is I would not smoke fags or a pipe.  Words: 459",4.0,1923.07692307692
"I have got married now and I live in a flat I go to work on mornings to [company] where I am a shorthand typist. SometimesI am at home I do some knitting and then bake some cake's. Soon I prepare* to do the tea. For when he comes home. The flat is at [housing estate]. Nearby every Tuesday &Thursday afternoon my mother lives at [housing estate] when I do go my mother and I go for walks in the park or on trips last time we went to [town]. My husband and I are going to Liverpool I am taking my mother and father with us we are staying for two-weeks. We hope to be stay at a hotel and sometimes go site seeing like to Liverpool Cathedral. This week we are going to York. I am going to the [company] on Thursday morning but will be working all day. On fridays I go shopping all day. And go to a cafe for dinner. And get home at half three in time to get the tea ready for my husband coming home. The Saturday is when we go to York all day. On the Sunday we are in all day and my mother and father come to tea. The Monday is the day that we go away to Liverpool. When we get there we will call on my Auntie [name] who* lives* a Liverpool. On the Sunday we come home. And on the monday morning I go to work again. And so does my husband he is a welder at [shipyard]. On some afternoons when there is a trip down the river when a school comes I serve* at the sweet counter downstairs near the toilets I have a little shop where I sell crisps, pop, boiled sweets', and toffee which they take upstairs to eat or drink. I go on lots of trips a few months ago I went ** [location] with a trip* I got the bus at the bottom of [road] I went with my mother and father and my husband, we didn't get back until 1'o' clock in the morning. but I did not go to work that morning because the work's was closed so I went on a boat trip again but this time it rained all day long but we did not mind at all we enjoyed ourselves thats all that matters.  Words: 402",4.0,105.0
My name is (name) and myoccupationis a hairdresser I work in (company) I get a sensible pay and I am 25 years old and I am not married I have. a respectablefamily and I rememberwhen I was sitting my test and we had to [**ite] a composition and I have a sister and Brother who is older than me sometimes at night I have a job as baby sitting other **** I just go out with my friendsMy friendsname is (name) Before I left school I went **** *** *** ***** and *** all *** **** *** * **** and when we were writing the story my imaginationwasn'thalf running away with me and when I left school I went to collegelearn to be a hair dresser and my pay is xxxx7 140 6d and we get out tips of course I sometimes go and **** *** **** and (name) for baby sitting I get about xxxx3 for about three weeks but I like my job I had to pass to be a hairdresser *** **** * ***** and *** ***** my school **** * **** all through the *** and ***** and * **** got engaged *** **** I got a **** **** **** *** *** **** *** ****** ** *** ***** *** **** * **** to be a *** *** **** I am so *****  Words: 235,4.0,120.0
"one thing I would do is the have practiced nursing etc.then I would like to take a place on a airplane to be an air hostess I would want to travel over the world and to help people, and if I had a baby I would stay home and nurse it gently and when she is older she will go to a nursery school and would go to work at a shoe shop in the morning. In the afternoon I would do the house work and go on like that.  Words: 91",3.0,326.923076923077
"I shall be married and have a two children. They are going to school. I am a house wife. My husband goes to work. We life in Switzerland My husband* is rich so we go to France for our* holiday. I like going swimming. I knit most of my children's cloths. As we are so rich I do not work. I do not go [sticcing]because I do not like it. But my children do. I like reading. I like why I am living now. But when came here at first it was to cold. I like living in Switzerland because all they house are lovely. I like reading magazine. I love my husband not because of his money. I love my children because they are not very brought like me I like the clocks of Sunderlandthey are pretty. I get up at 6 oclock, and go swimming at 8 o'clock. I like seeing the history pots of SunderlandI like pictures. I like ***se clothes. When it is my childrens birthday they have about 20 to it. I enjoy the drink in Sunderland.  Words: 186",4.0,153.0
"My name is [name] and I have brown hair and hazel eyes. I* am 25 years of age and I like swimming and would like to be and swimming conductor. I have just got married and my husband's name is [name], and he is 26 years old. A few months later I was due to have a baby on the 20th June. At last it came but they were twins and I was very happy. I decided to call them [name] and [name]. When I was in the nursing home I had lots of presents. Soon I had my children christened. While I had been in the nursing home my husband had been decorating our house and it was nearly finished. My husband was an engineer and he was very busy. At first I found it very difficult coping at home, but I soon got used to it.      Quite often I went back for a check up and, once they said I was going to have another baby, but it was their calculations which* were wrong, and I was very glad because even two were enough. My husband was not at home very much because he was very busy. Soon he changed his job and it became easier for me.  Words: 211",3.0,18.2692307692308
"I get up at 7 o'clock to see my Husband of to work. Then I get dressed and make the Breakfast. Then I go upstairs to see if the baby is awake, if she is I pick her out of her cot and wash her, then put her a clean Nappy on and dress her. Then I feed her and get her outdoor clothes on. Then I tidy the pram and put her in it. After that we go to my Mothers and She looks after the baby for me. At about 9 o'clock I go to work. I work in an electricians selling the lights and doing the book keeping. At 12 o'clock I go to my mothers for my dinner then we go home. The baby has a nap so then I can get on with my house work. First of all I do the bedrooms then I wash all the plaster and dust. Then at 1/2 past 3 I go to the supermarket down the road to buy the weekly Groceries. Then I go to the dry cleaners for my husband's suit. When I have done that I go to the dairy for the Milk, Cheese and Butter. By that time it is 4pm So I go home to make the tea. I feed the baby, then I cook my Husbands tea. He comes in at 6 o'clock, That is when I Put the baby to bed. Then I sit down and do my knitting and watch the television. At about 9pm I make the supper and then we go to bed Then next day is saturday. In the afternoon I go to town. At night my Mother comes to sit in while I go out. On the Sunday I go to church in the morning and at night. My Hobbies are Dancing, Board Games and watching my husband playing football. My house is a semi-detached house. It has French windows at the back with a rock garden. At the front the grass is like a forest because neither me or my husband are keen gardeners. The house has a kitchen, living room and dining room, 2 Bedrooms, bathroom and an attic. The front door has a Porch round it. There is a Shed in the back garden with my old tools in, as I used to garden. I have many sales to do and I sell such things as Irons, washers, lights, ovens, valves, Plugs and plenty of other things.  Words: 411",4.0,461.538461538462
My Name is [name] & I am 25 years old. I am a newspaper reporter & I work for the [newspaper]. And I am just going out to report on a accident. There has been a plane crash. I have just got in a car & I am on my way there. we are there now & there is a lot of smoke all over the place. There are fire engines & police cars & ambulancesthere too. I am on my way back to the office. I am going home now & I well go too a place tomorrow so good bye.  Words: 101,4.0,342.0
"""I am [name] and I am a Navy engineer I have been in the Navy for 4 years and I enjoy it. When I am on leave I go for my Navy mates and either play cricket or football on a field nearby we usually play sides there are about a dozen of us. When I get home everybody comes to meet me my wife and my three children and my dog. They fuss but I don't mind my children are [name] he is 5 years and [name] she is 1 year 8 months and [name] which is 11 years. I go up for my mother and father in my [Zephyr] car and go out with all the family for a picnic and after that I drive my mother and father home come back* for the Kids and when I get home I relax. Next day I tend to my business I have two shops to attend to and money to be paid out. first I pay the electricity bill and count the stock in the shops. I make quite a good profit from the shops. I give my wages to my wife but the leave* cannot go on forever so I have to go back I work in section 'B' it is the best-modernized tower in the sections I am working on a helicopter which needs new rotor blades its a hard job and the inspector said, """" You can have a bonus if you do it well."""" So off to work I go he's right it is a hard* job it takes me 3 hours to do it in I was tired after that so the captain lets me lie down again.""  Words: 287
",2.0,480.0
"I have taken the full time of my school life into consideration and have made it worth while. For other things I have lacked I have tried to make amendation*.I have tried to get my job with any connection to do with sport, and as I have succeeded I feel very pleased with myself. I wanted to get even money for the interests I lead at home. One of them is to get my books (this is always a part of my everyday life) as I am keen on reading. The next* half of the money goes to things around the house. And I always like to get the newest things. The other money goes to insurance policies and the rest is put forthwith into the banks. I also have a great liking for building [airfix] kits (models) ever since I was a boy and I do not spend too much money out on this as some take such a long time to build. I do not have many other hobbies and all of my other ambitions have passed* out of mind, except to be a children's book writer I have read so many children's books since I was a boy at the age of eleven that this is the only ambition I have left in my future life,  Words: 218",4.0,900.0
When I am older I would like to be a nurse like my mum AND I would like to work in (hospital) hospital and like to work in the (place) and I would like to train in the (place). My mum said to me if you want to be a nurse you have got to work very hard. My mum told me it takes 3 years training to be fully [esconished]. I think that nursing is a very nice thing.  Words: 78,4.0,266.0
"I have a wife and three children I work at the steel-works. My childrenare 4, 5, 3. I like driving places and walking in the countryside. We have a nice house with a kitchendining room and a hall with a separatetoilet and bath 3 bedrooms. 3 single beds a 1 double bed. I also like taking the children to places like [town]. And I would especiallylike to take the children to [town]. They like play football and racing. Now and again I take them to a place where we can have a game of football sometimes take them to parks. At the steel-works I get about 15 pound pay money. I get back and for to work by the car I have a Austinmini. It is a good car. The petrol costs 5s ,, 6d a gallon. I take the kids for rides to places. The most thing is when we go to town we all go in the car and we spend quite a bit of money the children buy a few things and a bar of chocolate or something else then we go home and the kids get* changed and go out to play.  Words: 201",4.0,269.230769230769
"When I am about 25 I hope to still be living in ****. My job would be an Air Hostess and when I was at home I would sometimes go riding at some tables nearly.     I would hope to marry a pilot so that my husband could travel with me.     I hope to have two girls for my children.     I would fly from Yeadon Airport near Leeds. Every year we will save up enough money to go abroad somewhere for a holiday. I will have a dog for a pet and when I go on flights I would give to a friend or some kennels to look after so that it would not be lonely or unhappy.     I hope my husband will own a car, but I do not mind what kind it is.     My idea for a house is a semi-detached one with three bedrooms, a kitchen (not too small) a dining room, a lounge and quite a large bathroom. I want a nice cooker because I like cooking.      I will probably stop collecting stamps, but I will save them for if I have a son or if one of my daughters likes stamp collecting.      If I am still living in [Filey], or even if I am not I do not want my house to be a long way from the town because I do not want to have to go a long way for my shopping.      When I have my child or children I will leave my job so that I can look after them.      I hope to pass my driving test so that if my husband is away at any time, I can use the car. I can also drive the children to school if it is a long way from our home.      I hope my children are interested in animals because then I can have some other pets around the house.      I will knit most of my children's jumpers and cardigans but I will also buy some. I will also make dresses and skirts for if I have girls.  Words: 352",3.0,515.0
"I live on a farm in Derbyshire. It is a sheep farm and it is now the lambing season. I have so far 27 ewes and 31 rams. So far I have thirteen lambs. I also have a few hens and ducks. I own 74 acres of land. My wife is called April and I have three children. Three sons and one daughter, [male name] is 17, [female name] is 21, [male name] is 3 and [male name] is 7. My wife is 26 and was an art student in London. We live in [location] and our farm is called [farm name]. I hope to go to Australia, and be the owner of a sheep farm in Western Australia. We have two dogs called Betsy and Rufus, Betsy has just had a bitch of four puppies. We are going to call them Jim, Betsy II, Rufus II and Millie. We have three farm helpers [male name], [male name] and [male name]. We have three cows to give us milk. They are called Aunt Bella, Uncle Tony and Grandpa Shamus. Our house is made of flint and we have dry-stone-dyke round all our fields. We have two barns, one sheering house, seven lambing pens and one hen house. We also have two Land-rovers one tractor, one jeep and three trailers. If we get to Western Australia I am going to call our farm the pride of Western Australia.  Words: 237",3.0,451.923076923077
I am twenty five and. I work at east Angela police station. I am a sergeantand have had many arrests and my mate. Sargent **** and where out in a [parela]*. When we saw rock finger the most dangerous crook in the world. So we got after him and he went to his hide out and we arrested him son that'swhy we are sergeantand I live in cottage man. Sometimes I go out to direct traffic. Or go to football matches. But it is a nice life being a police man. But when we have reports about lost children we take. The dogs out my favorite dog is Charliea two year old Alsatian. He has made quite a few arrests he usually comes with me. when you become a sergeantyou have to take tests and if you pass you become sergeant. But some times you stay in the station and do not get much some nights you have to stay up all night long. But you get quite a long holiday about 3 weeks and. I have been at many a football matches where there are struggles. It is a nice house I have in cottage ham and a nice neighborhoodI have many friends there. And so on I hope to pass my exam to become a detective and you get more pay and there's another thing the police do they go to accidents and get people out of crushed cars clear the roads some times the accidents make you feel sick but. After you have seen some you get used to them. And a police man is like a doctor too. because in somebody really needs a doctor badly.  Words: 287,4.0,440.0
"I am now training to be a shop keeper I wished very much that I was a teacher but you have to be very clever to be one of those. I will stay in the shop for about five years. After that I will go in for a more highly skilled job. Buy now I think that I will be married and have children. Most probably I will not have a job because I'll be looking after the children. Then I might go and live in spain I have been when I was ten years old, and I thought how lovely it was. I will not go unless all the others agree. When the children are older and they go to school and we are in England I will get a job as a kitchen woman at the school. If I get any other job most probably the hours will be wrong and the children will be alone. But if we do go to spain I doubt if I will get a job. When I am older I might come back to England and get another job. The children will be older now, If I do come back to England I will ask mum and dad if they will come back to spainwith me.  Words: 215",4.0,331.25
"My twenty fifth birthday has come at last and I am living a normal life I* am to get married on Saturday the (date). I play football for (team) and Scotland . I play Rugby Union for (team) . I play cricket for a local team in (place) . I run the (team) supporters club , and in my spare time I do a lot of work in my garden of vegetables and flowers along with an apple and pear orchard I have capped for Scotland twenty three times. I live on a farm and I breed dogs which my girlfriend looks after . I have a Land Rover and a Vauxhall Victor which are both cars.  Words: 117",4.0,387.634615384615
"My name is [female name] [surname] and I work at a factory. I am married and I have one child named [female name] and she is five. We live in a large house with a small swimming pool in. My child has to go to a nursery school from 10o'clock to 4 o' clock. My husband works at a bank. I like reading books and listening to pop music and I like going to the cinema. My husband gets 30 pounds a week and I get 20 pounds. Next year my child will go to school and I will have to stop my job because [female name] will come out at 3.30. and I finish my job at 4 o' clock. Nearly every Sunday my mother and father come to see us and they stay to tea. We are going to move soon so we will not see our mother and father. We are going to Australia. Where my aunt lives, in Queensland. We are going in one years time. They say its hot there but I think we will manage. My husband will be a sheep-shearer and he will earn 22 pounds a week.  Words: 195",4.0,187.5
"""I own 3 horses I Show them at Shows and I like buying horses. But I hate parting with them. I have also got 4 Labrador* Dogs I like to Show them as well. I like keeping my house clean as well I like to go to the Swimming baths when it is nice and quiet because when I was younger big boys would come in and tease people younger than themselves. I don't like anyone who hurts a animal or feeds it badly and treats it badly when I was younger I told a rag and Bone man off because he was pulling the horses reins too tight I Shouted to him and said """"If you don't stop pulling on that poor horses mouth I will get the R.S.P.C.A. man on to you"""". I have a sister she is 5 years older than me So She is 29. My mother and father are very nice to me.""  Words: 159",4.0,21.1538461538462
When I am 25 I hope to be a nurse. I am married and might have children then I will probably only be a dog nurse I would get home about six and get the children their tea Id tidy the house and settle down to a quietevening. Watching television or sewing On some evenings we may go to the cinema and leave the children with a baby-sitter In the morning I set the children off to school and go to work myself. I would work in* a modern hospital and I hope to become a matron some day On sundays if it is fine we may go out or if it is wet just stay at home. We have parties and people in for drinks. I would learn to drive and have a car. We often go down to see our parents* We would have a dog so I would have to take that out and clean the rabbits and Guinea Pigs out. I would make a lot of cakes* and things we would often go for walks and sightseeing* when on holiday We often go abroad to Spain and sometime go to Scotland and Wales we would go camping. In the evenings we would go *** ***** a big garden with a **** and a* swimming pool * ** We would have fish in our pond. We have *** fish it. We have central heating.  Words: 238,3.0,137.5
"I am a lawyer and I like going on long walks in the country side in my spare time I often go to court. I have had several cases. [vuz] a robbery in a jewelry shop, a postmaster sending other peoples packages to his own house. and letting loose lions at a circus. Home life - studying law , reading war and Western books. and sometimes watching television . Often to go the cinema.Interests - Collecting Coins and Stamps. Going on long walks in the country-side. Bird watching is one of my best hobbies. My pay is very good. 45 pounds a week and every three yea*s I ha*e a rise . I camp very often . Mostly I camp at (town) or (town). On Friday nights I help with the scouts. I am a member of the (place) I have many friends from the (place) . I also collect Fossils. It is a ranging collection. eg trilobites, snails, and flowers. Often on Saturday nights I sit down and watch television . I a not married, never want to be either.I have now given up law and joined the (place) A Famous parachute regiment. The pay is alright and I am still a nationalist. I also still read books in my spare time. Learn to handle a gun and parachute properly. I am now a corporal. Learn to use a hand-grenade and use dynamite. I go on difficult army courses. Now made a Sergent. carrying on with the army. Making rapid progress towa-rdsa captain, awarded a medal for rescuing a Sergent. The Sergentwas jumping with a parachute. He couldn't teach the rip cord. I floated past him and pulled the cord . Thats how I rescued the Sergent.  Words: 289",4.0,347.25
I own my own hairdressing shop in (town) it is called (company) big letters. I have my own bedroom which is quite big. In the corner I have a bookshelf which has 30 books in. My bed has a lemon cover on with pillows to match. My wallpaper has lemon roses on with green leaves and white background. On my window shelf there is a pot plant. The news at the window are white with frills on the bottom. My green and white curtains reach to the ground. The wardrobe and dressing table are light brown. There are three other bedrooms in the house. We have a car garage. My shop has a lot of customers. I employ eight other hair dressers who are very nice. We have a back room which we have our coffee breaks at different times. There are five wash basins and five comfortable chairs. Also there are five double tables with mirrors on them. There are six hair dryers and six seats to sit in. The front of the shop is cut off from the rest. My assistant has a desk and telephone there with a book that has all the names and times of the appointments my customers have.  Words: 206,3.0,281.25
"I am now twenty-five I have just left University I am married and I have one daughter. I still like horses, swimming and tennis. I like swimming the most and I belong to a swimming club      I work at a big store in [city] in the make-up department I am the supervisor. I work from nine in the morning until five at night. My husband gets home at six and so I have time to cook his dinner We have a nurse who comes in and looks after the baby.      Of a weekend we usually go out to some kind of sport Sometimes we go and see Mum and Dad but they usually come and see us. When we go on holiday they come with us too. We have got a yacht. Dad isn't too keen on it but we all beg him to come      We like to go to the zoo or places where there are animals and we let the baby Stroke them and get used to them When she gets older we plan to buy her a pony and get ourselves a horse.       We live in a flat in the heart of London but we also have a small cottage in the country We are going to live there when our children get older and leave home*. But that is a long time yet.  Words: 228",4.0,571.153846153846
"I am, now 25 years old at night I like to go to dance clubs. My friends and I like to go out together Some times we go on trips round the country and see the different places. We do everything together If one does not agree on something we do somethingelse. I am very interested in stamps from all over the world. I am a secretary to a man in the printing business I am very happy at this job. On my day off I go to my friends and we go to the local cafe and have a chat. I do not like to go to the pictures it is to stuffy. I like to go to discoteks. I go to one every saturday. I like to read books occasionally but in my free time I do some cooking. I am very happy when I go and see my parents and friends. I live near my parents but they have only a small house. I give them most of my wages. so that my father does not have to go out to work. Altogether I am very happy at the age of 25.  Words: 197",4.0,160.75
